Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX48,OUT046,911.3124427
FDU48,OUT046,2890.439683
FDR48,OUT019,2048.604206
FDK27,OUT013,837.3439543
FDT35,OUT013,2970.759261
FDN12,OUT049,2048.604206
NCE31,OUT019,2963.072273
FDL21,OUT017,1836.03736
FDV56,OUT017,932.0594727
FDR16,OUT017,1684.715395
NCP41,OUT049,333.9140061
FDJ27,OUT013,1075.868458
FDA07,OUT017,3007.415477
FDK55,OUT049,2746.626342
FDM33,OUT049,2635.120976
FDY46,OUT046,2890.439683
FDD36,OUT046,2728.865815
FDB12,OUT027,374.1895445
FDF28,OUT019,1044.873008
NCE07,OUT019,3821.454675
FDW50,OUT027,1684.715395
NCW18,OUT017,711.7689661
NCJ17,OUT019,1975.712687
DRZ24,OUT010,1139.24317
FDS07,OUT035,3019.521029
NCW05,OUT010,2728.865815
FDZ22,OUT018,1361.136609
FDK02,OUT046,3046.571565
FDZ45,OUT027,3248.981666
FDL25,OUT046,1684.715395
FDS08,OUT045,719.938551
NCZ42,OUT027,3046.571565
FDX57,OUT035,3268.931405
FDF21,OUT046,2789.413797
FDJ56,OUT018,2759.294842
FDX10,OUT013,719.938551
DRG48,OUT035,3046.571565
DRN37,OUT046,2559.08806
NCY41,OUT018,3072.340789
FDN28,OUT045,2992.072065
FDE34,OUT045,3952.29383
FDR10,OUT045,932.0594727
FDC32,OUT017,2156.135249
DRG13,OUT046,1501.294608
FDP59,OUT049,2048.604206
NCT53,OUT010,2519.768762
FDL57,OUT027,2571.75656
FDN32,OUT010,2544.252645
FDK09,OUT018,2605.225592
FDA52,OUT010,2759.294842
FDC57,OUT049,2890.439683
FDI09,OUT035,1501.294608
NCB07,OUT046,2156.135249
FDP26,OUT035,3248.981666
FDP40,OUT027,2531.584146
FDL15,OUT013,2156.135249
FDV07,OUT046,3131.527429
FDS03,OUT017,1549.842622
FDE50,OUT049,3275.311466
FDQ15,OUT017,2944.486925
FDQ33,OUT010,333.9140061
FDT22,OUT013,814.2505507
DRO35,OUT035,2076.965459
FDJ41,OUT049,2048.604206
FDQ27,OUT035,814.2505507
FDC26,OUT017,711.7689661
NCF43,OUT027,3227.756696
NCR50,OUT035,2571.75656
FDE39,OUT018,1348.468109
FDN49,OUT027,2544.252645
DRG11,OUT035,2759.294842
NCA18,OUT049,2728.865815
FDM36,OUT018,2935.746021
FDW32,OUT017,2890.439683
NCQ18,OUT010,2544.252645
FDX14,OUT027,374.1895445
FDD46,OUT017,1684.715395
FDI34,OUT019,3046.571565
NCJ17,OUT035,2869.847506
FDB52,OUT035,2544.252645
FDV55,OUT018,1338.260036
FDC57,OUT046,1297.761897
FDB29,OUT046,2789.413797
NCO43,OUT035,1478.330201
FDG44,OUT045,3102.971774
FDJ34,OUT045,1338.260036
FDH40,OUT049,2916.769483
NCD07,OUT027,719.938551
FDB41,OUT017,2759.294842
FDH47,OUT018,312.0792519
DRK37,OUT035,3138.813052
FDM25,OUT019,1867.887626
NCX06,OUT045,2156.135249
NCS05,OUT017,1450.583712
FDS39,OUT045,309.6508326
FDC47,OUT027,1348.468109
FDG20,OUT013,2079.440536
DRL23,OUT017,1276.608328
FDY33,OUT013,1684.715395
NCH18,OUT045,494.0604261
FDX47,OUT035,1450.583712
NCB06,OUT045,1684.715395
FDP36,OUT049,2544.252645
FDW44,OUT018,2048.604206
NCU41,OUT018,911.3124427
NCS17,OUT046,2843.517706
FDD46,OUT035,710.1660338
FDE45,OUT017,1501.294608
FDI09,OUT017,711.7689661
NCJ54,OUT010,2989.402073
NCA29,OUT018,932.0594727
NCN41,OUT027,719.938551
FDY34,OUT035,348.6735753
NCG55,OUT035,2544.252645
DRM49,OUT046,3046.571565
NCB42,OUT049,309.6508326
FDE58,OUT045,2571.75656
DRJ25,OUT013,2048.604206
FDS47,OUT010,592.3571117
FDY21,OUT049,1501.294608
NCI54,OUT013,3084.48702
FDO24,OUT017,707.2700515
FDY43,OUT035,3046.571565
FDF35,OUT018,2415.459168
NCP29,OUT019,2916.769483
FDN28,OUT027,529.9017037
FDJ50,OUT018,2599.279698
FDQ14,OUT027,3046.571565
FDC37,OUT035,1684.715395
FDN08,OUT046,3419.145054
FDD04,OUT035,1325.591537
FDW34,OUT018,3072.901365
FDP04,OUT017,2890.439683
NCG07,OUT017,2728.865815
NCN14,OUT018,2544.252645
FDJ16,OUT045,2544.252645
NCM42,OUT045,2890.439683
NCF19,OUT046,2880.601227
FDY21,OUT018,2993.432174
FDY19,OUT035,2678.709949
FDV09,OUT045,2048.604206
FDA28,OUT013,3019.521029
FDC38,OUT018,1279.401169
FDL28,OUT045,932.0594727
NCH43,OUT049,1361.136609
NCN53,OUT045,1501.294608
NCW05,OUT017,3163.807307
NCO30,OUT018,3227.756696
FDT04,OUT019,1297.761897
FDB27,OUT018,2890.439683
NCK07,OUT013,323.1493205
NCA53,OUT013,1361.136609
FDB33,OUT018,1826.170132
FDU37,OUT017,711.7689661
FDR13,OUT035,1139.24317
FDE45,OUT049,2892.928849
FDV37,OUT017,1975.712687
FDX44,OUT019,2156.135249
NCL06,OUT017,1684.715395
FDJ28,OUT045,2544.252645
FDX55,OUT049,2840.676741
NCK17,OUT018,1684.069933
FDH52,OUT035,494.0604261
FDN13,OUT027,305.2283476
FDK44,OUT018,515.6138022
FDU16,OUT046,850.0124538
FDZ07,OUT017,2544.252645
NCN06,OUT027,359.6790508
FDH02,OUT010,1478.330201
NCW18,OUT045,3006.852529
FDH57,OUT013,1361.136609
FDV35,OUT045,1684.715395
NCU29,OUT013,2048.604206
NCP02,OUT046,3046.571565
FDN44,OUT013,2963.072273
FDX03,OUT018,2048.604206
FDR11,OUT010,3341.45703
FDA36,OUT046,1684.715395
FDP58,OUT027,1103.698098
FDH31,OUT045,547.1162042
FDH34,OUT035,2093.609521
FDS13,OUT035,2156.135249
FDT01,OUT018,2890.439683
FDY09,OUT049,3061.096942
FDV33,OUT027,2559.08806
NCW29,OUT010,2890.439683
NCN17,OUT045,2716.197316
FDX01,OUT046,3046.571565
FDL03,OUT049,2635.882049
DRL59,OUT049,1684.715395
DRM11,OUT027,1297.761897
FDA43,OUT049,547.1663407
FDZ56,OUT010,374.1895445
FDI44,OUT018,336.0050758
FDB50,OUT013,2877.771184
FDU15,OUT019,1478.330201
NCJ19,OUT019,2890.439683
FDD48,OUT013,271.1741181
NCW42,OUT035,2048.604206
FDL24,OUT017,3315.12723
NCB30,OUT013,2599.279698
FDK25,OUT013,2963.072273
FDW28,OUT049,2728.865815
FDD47,OUT017,2156.135249
FDK16,OUT019,2156.135249
FDW37,OUT046,3131.527429
FDA48,OUT035,714.3634645
FDA14,OUT017,1361.136609
FDV15,OUT013,814.2505507
FDN22,OUT049,1297.761897
NCD55,OUT045,317.8968471
FDY43,OUT013,2544.252645
NCU05,OUT017,3072.901365
FDF10,OUT035,2728.865815
FDR39,OUT018,719.938551
FDG40,OUT013,312.0792519
FDZ28,OUT019,814.2505507
FDE02,OUT045,3046.571565
FDU60,OUT049,1520.281248
FDM21,OUT013,2759.294842
FDV52,OUT019,2963.072273
NCW06,OUT013,1155.379869
FDX36,OUT035,592.3571117
FDT35,OUT027,2963.072273
NCL19,OUT010,1079.122523
NCD31,OUT046,3103.02032
FDE53,OUT019,1975.712687
FDW58,OUT019,3046.571565
DRF48,OUT046,2048.604206
FDW57,OUT035,309.6508326
DRH13,OUT017,1975.712687
FDT33,OUT013,2635.120976
DRK47,OUT027,1501.294608
FDY22,OUT010,1361.136609
FDC35,OUT019,983.9154592
FDO03,OUT013,2935.746021
FDF24,OUT045,2571.75656
FDF56,OUT018,374.1895445
FDD28,OUT013,3388.905319
FDG53,OUT027,2569.797327
FDO27,OUT019,3046.571565
NCF54,OUT018,711.7689661
FDC20,OUT027,2759.294842
FDU10,OUT046,2894.584306
DRA24,OUT018,1450.583712
FDA02,OUT010,2156.135249
FDG10,OUT017,3227.756696
FDW39,OUT010,932.0594727
FDP04,OUT019,1450.583712
NCM55,OUT013,2571.75656
FDG47,OUT045,711.7689661
NCU41,OUT017,1684.715395
NCK31,OUT017,110.8729392
FDZ46,OUT045,2571.75656
FDU13,OUT027,2156.135249
NCF19,OUT045,1826.170132
NCJ43,OUT013,3046.571565
NCJ05,OUT045,3072.901365
FDS04,OUT027,3315.12723
FDX28,OUT010,1975.712687
FDB41,OUT027,3227.756696
FDG53,OUT046,3632.550601
FDL15,OUT010,1684.715395
FDQ08,OUT049,323.1493205
DRN36,OUT013,494.0604261
FDI46,OUT013,498.045112
FDG16,OUT027,2630.38317
FDV32,OUT013,1561.935674
FDF44,OUT010,2963.072273
FDK04,OUT018,719.938551
NCA41,OUT013,1684.715395
FDD51,OUT017,1561.935674
NCZ53,OUT045,395.7741104
FDP01,OUT027,1117.47817
FDY25,OUT049,3150.127579
FDB17,OUT018,2035.935706
NCV54,OUT018,471.6198509
FDJ32,OUT017,2728.865815
FDA37,OUT049,3107.019441
FDG35,OUT035,1325.591537
NCM05,OUT018,3046.571565
FDG45,OUT046,2992.072065
FDH28,OUT013,1975.712687
NCE18,OUT049,932.0594727
FDH38,OUT045,3127.242506
FDR56,OUT013,1684.715395
FDH17,OUT027,2537.098861
FDD39,OUT049,2756.632764
FDB41,OUT049,2963.072273
NCR53,OUT046,1501.294608
FDX46,OUT017,711.7689661
FDV28,OUT049,2989.402073
FDA08,OUT018,395.7741104
FDH45,OUT017,3108.59378
NCS38,OUT010,719.938551
FDD40,OUT010,2759.294842
DRM59,OUT035,2963.072273
NCJ43,OUT018,1297.761897
NCN29,OUT013,1102.138808
NCC19,OUT045,2759.294842
FDR56,OUT035,1129.414714
FDZ43,OUT049,1501.294608
FDJ32,OUT010,2599.279698
DRH03,OUT017,814.2505507
NCZ54,OUT035,932.0594727
FDE26,OUT017,2963.072273
FDS03,OUT045,932.0594727
DRZ24,OUT019,2156.135249
FDO48,OUT027,711.7689661
FDW39,OUT049,314.4421803
NCK05,OUT049,2840.676741
NCK30,OUT017,3046.571565
FDT27,OUT018,3248.981666
FDS08,OUT019,2759.294842
NCJ19,OUT049,1478.330201
FDC58,OUT045,1279.401169
DRE37,OUT013,2599.279698
FDW02,OUT035,1448.870616
FDJ02,OUT010,2759.294842
FDX09,OUT045,3108.59378
FDT31,OUT010,2531.584146
FDI24,OUT049,2728.865815
FDY09,OUT045,2647.116396
FDV28,OUT045,2048.604206
DRM47,OUT049,1425.854331
FDT52,OUT019,2569.797327
FDI48,OUT018,3327.83145
FDY55,OUT017,2544.252645
FDU48,OUT013,606.141064
FDN25,OUT045,2934.873672
FDP20,OUT049,3131.527429
FDJ15,OUT013,2571.75656
FDD04,OUT018,2894.584306
FDY58,OUT045,3305.430421
FDR37,OUT018,2890.439683
FDF44,OUT013,1684.715395
FDD32,OUT045,1361.136609
FDR57,OUT017,389.2376997
DRG39,OUT027,2544.252645
FDX15,OUT017,2759.294842
DRN37,OUT045,592.0897512
FDW40,OUT027,106.3740245
FDB32,OUT049,606.141064
FDM40,OUT018,719.938551
FDE39,OUT027,1361.136609
DRH49,OUT017,2589.134393
FDT46,OUT049,1684.069933
NCF06,OUT035,559.8348402
FDP07,OUT017,2836.952342
FDC04,OUT013,2559.08806
FDZ32,OUT017,1684.715395
FDD50,OUT045,1155.379869
FDU56,OUT017,1684.715395
FDV34,OUT017,1155.379869
NCY41,OUT013,719.938551
NCK18,OUT046,2950.403774
DRH25,OUT049,1102.138808
FDT57,OUT046,3019.521029
FDV56,OUT018,3085.577495
FDV12,OUT045,547.1162042
FDN52,OUT017,312.0792519
FDX38,OUT035,3305.430421
FDE47,OUT018,2635.120976
NCO07,OUT013,359.6790508
FDV09,OUT027,1102.138808
FDZ23,OUT019,1735.925919
DRH51,OUT018,1826.170132
NCY54,OUT045,814.2505507
DRG49,OUT013,1297.761897
NCC19,OUT049,3033.903066
NCV53,OUT045,2544.252645
FDZ47,OUT019,1478.330201
NCO26,OUT018,3046.571565
NCP02,OUT045,2759.294842
NCW30,OUT018,316.748105
NCN55,OUT046,2824.152471
FDB20,OUT010,719.938551
DRL11,OUT013,2890.439683
DRD60,OUT045,1450.583712
FDW14,OUT010,1102.138808
FDL27,OUT010,2840.676741
FDU09,OUT018,2416.356806
DRH36,OUT027,814.2505507
FDP34,OUT027,2840.676741
FDE04,OUT017,3046.571565
FDZ57,OUT027,2048.604206
FDF02,OUT010,1975.712687
FDG28,OUT045,2544.252645
NCI31,OUT046,1684.715395
FDT43,OUT013,719.938551
FDU20,OUT046,3315.12723
FDD53,OUT013,2759.294842
FDW15,OUT045,2959.274918
NCT53,OUT045,2048.604206
NCG55,OUT027,2963.072273
FDD48,OUT035,2559.08806
FDG47,OUT049,2759.294842
FDI21,OUT017,3046.571565
FDT27,OUT017,672.7343073
DRO35,OUT013,1338.260036
FDD33,OUT017,2544.252645
FDC04,OUT035,1943.568404
FDY34,OUT013,1963.502045
DRJ49,OUT049,3227.756696
FDE05,OUT049,2310.472342
FDU31,OUT017,592.3571117
NCN19,OUT027,3072.340789
FDK56,OUT027,2963.072273
FDK58,OUT017,1361.136609
NCJ42,OUT035,681.5271891
FDZ34,OUT027,932.0594727
FDA52,OUT018,1044.873008
NCR29,OUT013,1684.715395
FDT48,OUT035,1478.330201
DRJ51,OUT019,631.5042954
NCS54,OUT046,352.0759818
FDV01,OUT035,932.0594727
DRG51,OUT027,1813.501632
NCG42,OUT013,1501.294608
FDA51,OUT049,3781.638911
FDV19,OUT010,348.6735753
NCT18,OUT045,1501.294608
NCS41,OUT045,312.0792519
FDO03,OUT046,1501.294608
FDL12,OUT010,2716.197316
FDY37,OUT010,290.7829509
FDI58,OUT049,176.4930245
FDT28,OUT018,932.0594727
NCC42,OUT010,3315.12723
FDO01,OUT017,2890.439683
FDJ02,OUT013,2994.945653
FDQ04,OUT018,1155.379869
DRL47,OUT013,1836.03736
FDZ32,OUT035,1478.330201
FDC35,OUT035,1142.711369
FDX14,OUT045,2571.75656
FDZ35,OUT013,110.8729392
FDL14,OUT013,2156.135249
FDO04,OUT049,323.1493205
DRK11,OUT017,2994.945653
FDB44,OUT018,1361.136609
FDZ50,OUT049,170.2517418
FDI12,OUT027,2759.294842
FDU43,OUT017,374.1895445
FDD58,OUT010,592.0897512
FDB27,OUT017,1684.069933
FDB04,OUT018,3481.81784
NCO17,OUT013,2666.190059
FDL12,OUT017,2759.294842
DRJ13,OUT049,3371.575985
FDD57,OUT045,110.8729392
FDW19,OUT035,312.0792519
DRD27,OUT018,359.6790508
FDH27,OUT027,1371.022604
NCW30,OUT027,2890.439683
FDR40,OUT018,1102.138808
FDG05,OUT013,1338.260036
NCY41,OUT019,2544.252645
FDI38,OUT018,2156.135249
FDR20,OUT046,2095.438799
FDE09,OUT017,2963.072273
FDN50,OUT019,1684.715395
DRF27,OUT045,2156.135249
DRF51,OUT013,1279.401169
NCO02,OUT019,2544.252645
FDB51,OUT027,932.0594727
FDJ50,OUT013,3060.232865
FDN52,OUT013,1684.715395
FDX14,OUT013,2759.294842
FDT27,OUT019,1501.294608
FDV10,OUT013,3072.901365
FDU33,OUT046,1450.583712
FDU58,OUT046,3306.032619
NCP42,OUT027,309.6508326
FDL51,OUT027,1813.501632
DRH15,OUT027,2759.294842
FDU16,OUT017,932.0594727
FDW15,OUT017,2894.584306
FDQ44,OUT045,2469.135689
NCI06,OUT027,1117.47817
DRK23,OUT019,2890.439683
FDC28,OUT035,1139.24317
NCY17,OUT019,711.7689661
NCV05,OUT018,317.8968471
FDM34,OUT019,2451.291111
DRD60,OUT027,1371.022604
FDT38,OUT046,2756.632764
FDQ57,OUT018,3046.571565
FDE59,OUT027,2890.439683
NCM43,OUT046,3248.981666
DRI51,OUT049,3046.571565
NCG30,OUT017,3108.511144
NCK54,OUT035,529.9017037
FDQ16,OUT019,2759.294842
FDI36,OUT013,2571.75656
FDX16,OUT027,2959.274918
FDA34,OUT046,2048.604206
FDJ48,OUT018,333.9140061
FDU47,OUT035,1561.935674
FDS39,OUT046,719.938551
FDD11,OUT046,2716.197316
FDM16,OUT027,110.8729392
FDU56,OUT018,323.1493205
FDQ32,OUT017,1836.03736
DRK35,OUT013,2864.12076
FDA58,OUT049,348.6735753
DRG48,OUT019,719.938551
FDT59,OUT010,3174.738425
FDQ31,OUT019,2544.252645
FDS51,OUT018,1501.294608
FDW32,OUT027,309.6508326
FDI15,OUT027,549.8648347
NCV30,OUT017,1116.366597
DRG25,OUT049,1488.626108
FDT02,OUT013,1684.715395
FDO33,OUT027,2890.439683
FDP38,OUT035,699.1004666
FDZ45,OUT035,2544.252645
NCA54,OUT027,2759.294842
FDU33,OUT017,2963.072273
FDN58,OUT017,1826.170132
FDI05,OUT045,1338.260036
FDM57,OUT019,2544.252645
NCS42,OUT027,2569.797327
FDB57,OUT045,1975.712687
FDC03,OUT045,3084.48702
FDZ58,OUT013,2946.888438
NCK29,OUT045,2156.135249
NCR53,OUT045,1684.715395
FDE26,OUT027,2156.135249
FDU52,OUT049,2156.135249
FDE41,OUT027,2156.135249
FDU38,OUT018,3046.571565
FDA52,OUT017,3112.041057
FDW46,OUT046,2963.072273
DRI59,OUT035,1943.568404
FDT38,OUT035,1684.715395
FDL33,OUT018,489.8755271
FDQ01,OUT027,1361.136609
FDJ08,OUT046,2828.008242
FDQ47,OUT049,2156.135249
NCZ18,OUT013,2877.332688
FDE29,OUT017,1338.260036
FDF10,OUT027,361.521045
FDC48,OUT049,711.7689661
FDY58,OUT013,2544.252645
NCX30,OUT010,1684.715395
FDV11,OUT013,1155.379869
FDT46,OUT046,2890.439683
DRD01,OUT019,1219.66086
FDQ11,OUT013,2894.584306
NCM41,OUT017,2449.523122
NCC55,OUT013,3046.571565
FDG45,OUT027,2898.520854
NCQ54,OUT049,333.9140061
FDM34,OUT045,3341.45703
FDD17,OUT019,2759.294842
FDN38,OUT027,2138.617167
FDB53,OUT018,1672.046895
NCL06,OUT035,711.7689661
NCV18,OUT019,278.8464068
FDX25,OUT013,559.8348402
FDB39,OUT046,3019.521029
FDC33,OUT049,2963.072273
NCO14,OUT018,3016.979838
FDA58,OUT027,2156.135249
NCQ02,OUT017,1769.327493
NCR53,OUT017,1619.784938
FDN52,OUT046,119.042524
FDG26,OUT046,1684.715395
FDE23,OUT027,1338.260036
DRI37,OUT013,2759.294842
DRH37,OUT018,2989.402073
FDO01,OUT035,2048.604206
FDK45,OUT049,3300.832276
FDP23,OUT049,932.0594727
FDM33,OUT035,2366.193372
FDD36,OUT017,703.5613745
FDL56,OUT017,2544.252645
FDT27,OUT010,1450.583712
FDG52,OUT017,3248.981666
NCL42,OUT035,2120.103711
DRJ24,OUT046,2599.279698
FDV38,OUT046,814.2505507
FDT35,OUT045,2963.072273
FDY51,OUT045,1155.379869
FDC37,OUT017,1975.712687
NCP43,OUT013,2963.072273
FDO33,OUT045,3061.096942
FDW04,OUT018,606.141064
NCC31,OUT046,3046.571565
FDK22,OUT049,1769.327493
FDJ50,OUT017,1684.715395
FDV13,OUT017,2544.252645
DRL60,OUT017,3108.59378
FDW03,OUT017,3046.571565
FDY27,OUT035,2589.134393
FDB39,OUT027,3248.981666
FDU59,OUT045,2890.439683
FDZ57,OUT049,689.4190037
FDO21,OUT049,3183.503139
FDS43,OUT018,217.8888581
FDU28,OUT010,577.4058079
FDC51,OUT010,685.6275179
FDW16,OUT010,1501.294608
FDP32,OUT010,2890.439683
FDB60,OUT019,2048.604206
NCQ30,OUT046,2946.888438
FDD26,OUT049,1684.715395
FDI44,OUT045,592.3571117
DRH23,OUT046,3108.59378
FDO44,OUT046,1276.608328
FDG04,OUT046,2931.83984
FDM32,OUT027,205.2203586
FDM09,OUT013,2076.965459
FDZ47,OUT013,2759.294842
FDM40,OUT027,1228.690273
FDY48,OUT017,2048.604206
NCM30,OUT045,2635.120976
FDX36,OUT010,1361.136609
DRF03,OUT017,2894.584306
FDN51,OUT049,457.2500506
FDM57,OUT049,2894.584306
FDB35,OUT049,2759.294842
FDY13,OUT027,714.3634645
FDA37,OUT017,1684.715395
NCX53,OUT017,2544.252645
FDD59,OUT018,1674.234965
FDX10,OUT019,3227.756696
FDC03,OUT018,1975.712687
FDW43,OUT035,1561.935674
FDW10,OUT046,3227.756696
FDY14,OUT027,895.5847315
FDV43,OUT045,1338.260036
FDO40,OUT013,3108.59378
FDP46,OUT027,3046.571565
NCE43,OUT019,2963.072273
FDD05,OUT035,1276.608328
FDJ60,OUT010,2890.439683
DRE27,OUT018,1276.608328
FDO11,OUT035,814.2505507
DRG11,OUT027,1684.715395
FDK33,OUT010,2989.402073
DRM23,OUT045,3046.571565
FDJ02,OUT027,176.4930245
NCZ05,OUT045,3315.12723
NCL30,OUT013,2138.617167
FDZ19,OUT018,814.2505507
FDM45,OUT049,2544.252645
FDO36,OUT046,348.6735753
NCK31,OUT045,2048.604206
DRJ37,OUT045,2759.294842
FDP24,OUT018,2963.072273
FDF46,OUT013,2907.72318
FDX46,OUT019,2366.193372
NCL18,OUT045,312.0792519
FDJ26,OUT013,932.0594727
FDJ07,OUT045,2443.860721
FDY15,OUT013,1155.379869
DRG01,OUT045,1279.401169
FDF58,OUT045,3046.571565
FDZ14,OUT019,2048.604206
FDP31,OUT049,3046.571565
FDH45,OUT013,2994.945653
FDA09,OUT010,2890.439683
FDW31,OUT035,2759.294842
FDA57,OUT046,395.7741104
NCE55,OUT035,2048.604206
FDC17,OUT019,323.1493205
FDC59,OUT013,2946.888438
FDA22,OUT013,314.4421803
FDK52,OUT035,1478.330201
NCM26,OUT046,719.938551
NCT53,OUT035,333.9140061
FDW45,OUT018,3108.59378
NCI18,OUT035,3046.571565
FDE38,OUT018,2048.604206
FDF08,OUT019,3248.981666
FDY58,OUT010,2759.294842
FDF58,OUT019,2716.197316
FDX39,OUT017,217.8888581
FDB44,OUT049,1684.715395
FDF28,OUT013,932.0594727
FDE39,OUT013,2762.766936
FDT37,OUT018,2759.294842
FDZ45,OUT017,1102.138808
FDO40,OUT035,3060.232865
FDM57,OUT027,1975.712687
DRG36,OUT017,2544.252645
FDY36,OUT010,2156.135249
DRL60,OUT027,343.9726195
FDS25,OUT019,2571.75656
DRF49,OUT027,822.9795689
FDP16,OUT045,719.938551
FDS60,OUT049,2894.584306
FDU15,OUT027,3199.903052
FDK43,OUT046,3315.12723
FDN25,OUT046,1279.401169
FDE53,OUT049,176.4930245
FDB22,OUT013,1142.711369
FDE39,OUT017,2571.75656
FDX35,OUT035,1684.715395
NCG54,OUT049,2048.604206
FDH27,OUT035,2992.072065
NCK42,OUT013,2746.626342
FDS25,OUT049,3613.46382
FDI10,OUT018,2048.604206
FDU35,OUT035,2531.584146
FDI04,OUT017,3046.571565
DRK23,OUT035,2156.135249
FDB53,OUT019,3846.306265
FDY02,OUT049,3103.02032
FDM60,OUT035,2559.316897
NCJ31,OUT010,1684.715395
DRP35,OUT017,814.2505507
NCQ30,OUT018,2048.604206
DRL11,OUT010,2048.604206
FDU01,OUT013,2864.12076
FDR39,OUT035,3174.738425
FDO08,OUT046,2156.135249
FDC02,OUT045,2893.129354
NCZ29,OUT035,3118.619249
FDF29,OUT010,1674.234965
FDZ23,OUT017,2890.439683
NCU53,OUT018,1826.170132
NCW30,OUT013,3046.571565
NCM26,OUT027,592.3571117
FDV50,OUT027,2048.604206
FDW15,OUT049,1338.260036
FDI35,OUT027,2635.120976
FDO11,OUT017,1448.870616
FDN48,OUT046,2048.604206
NCA17,OUT049,3103.02032
NCN54,OUT013,672.7343073
FDP22,OUT013,2608.212243
NCB54,OUT035,2544.252645
FDD08,OUT045,1104.809671
DRM48,OUT010,707.2700515
FDG41,OUT027,217.8888581
FDE44,OUT027,1276.608328
FDE26,OUT035,1836.03736
NCS38,OUT013,2890.439683
NCJ54,OUT018,1836.03736
FDI40,OUT019,1684.715395
FDN45,OUT018,333.9140061
FDU43,OUT046,672.7343073
FDI04,OUT010,1361.136609
NCC07,OUT018,1684.715395
NCC07,OUT019,2840.676741
NCD18,OUT045,1501.294608
FDU55,OUT035,498.045112
FDX59,OUT035,343.9726195
FDR52,OUT049,2728.865815
NCP17,OUT013,2622.452476
FDQ32,OUT045,2048.604206
NCT17,OUT049,1826.170132
FDO10,OUT049,1075.868458
FDE32,OUT049,2048.604206
FDN44,OUT045,2334.453174
FDH02,OUT035,1943.568404
FDK60,OUT013,2992.072065
FDS24,OUT019,2156.135249
FDL03,OUT010,2571.75656
FDB46,OUT027,2537.098861
FDO48,OUT049,1044.873008
FDZ39,OUT049,2366.193372
FDT02,OUT027,719.938551
FDC50,OUT013,814.2505507
FDP39,OUT035,1836.03736
DRG15,OUT018,3227.756696
FDP10,OUT018,711.7689661
FDF53,OUT027,2559.08806
FDN34,OUT045,529.9017037
FDK02,OUT045,2963.072273
FDC23,OUT045,2544.252645
FDJ10,OUT019,1975.712687
FDE53,OUT035,911.3124427
FDR25,OUT035,814.2505507
FDW50,OUT046,2156.135249
FDS09,OUT049,1684.715395
FDW49,OUT010,814.2505507
FDU51,OUT046,711.7689661
FDF28,OUT018,2048.604206
NCY30,OUT018,3248.981666
FDD44,OUT045,1483.321894
FDX09,OUT017,2728.865815
NCF30,OUT013,176.4930245
FDZ50,OUT019,323.1493205
FDW37,OUT013,1943.568404
FDD11,OUT049,814.2505507
DRH39,OUT018,2916.769483
FDA36,OUT049,711.7689661
NCG43,OUT049,3102.971774
FDF02,OUT035,2048.604206
FDP57,OUT027,2827.010028
NCE42,OUT017,176.4930245
NCR38,OUT027,309.6508326
FDP03,OUT019,2791.877041
FDO51,OUT035,1684.715395
NCQ42,OUT046,2366.193372
NCM41,OUT046,3341.45703
FDH48,OUT027,3108.59378
DRF60,OUT046,814.2505507
FDJ27,OUT035,1684.715395
FDQ14,OUT013,3072.340789
FDN27,OUT017,110.8729392
NCQ02,OUT046,2366.193372
FDJ33,OUT049,3341.45703
FDP07,OUT027,1297.761897
DRE01,OUT049,1075.868458
FDU36,OUT045,2156.135249
FDL28,OUT017,2907.72318
NCX53,OUT046,2048.604206
FDZ39,OUT013,3371.575985
NCP42,OUT013,374.1895445
FDJ14,OUT035,707.2700515
FDK04,OUT049,592.0897512
NCC19,OUT017,2334.453174
FDS09,OUT018,2890.439683
FDZ02,OUT046,1943.568404
FDD35,OUT018,3227.756696
NCY42,OUT017,2789.413797
FDB05,OUT045,2544.252645
FDF20,OUT035,2571.75656
NCO41,OUT018,2890.439683
FDC40,OUT027,911.3124427
FDV58,OUT045,3697.689772
FDZ57,OUT045,1297.761897
DRM35,OUT046,932.0594727
DRN36,OUT018,348.6735753
FDQ13,OUT046,2143.46675
DRO35,OUT010,2544.252645
NCD43,OUT035,2890.439683
FDA51,OUT018,3256.850898
NCX17,OUT027,2828.008242
NCZ17,OUT049,1930.899904
FDR11,OUT027,1276.608328
FDW34,OUT049,323.1493205
FDN50,OUT017,2048.604206
FDS09,OUT046,1501.294608
FDS48,OUT018,814.2505507
FDL44,OUT049,1361.136609
DRF48,OUT018,3046.571565
FDA14,OUT018,2759.294842
NCD30,OUT049,1684.715395
FDI16,OUT017,1975.712687
NCG06,OUT035,2544.252645
DRZ24,OUT035,1684.715395
NCS17,OUT045,2728.865815
FDB37,OUT045,2571.75656
FDE10,OUT035,2989.402073
FDC57,OUT045,2890.439683
FDM12,OUT018,2571.75656
FDE24,OUT049,3315.12723
FDW22,OUT045,2900.355065
DRD01,OUT027,559.8348402
NCZ18,OUT027,719.938551
FDN49,OUT045,3046.571565
FDR22,OUT035,3248.981666
FDV08,OUT019,2571.75656
FDY39,OUT046,1975.712687
FDV36,OUT049,3046.571565
FDO60,OUT045,2934.219939
FDU04,OUT027,2415.459168
FDR20,OUT027,814.2505507
FDW19,OUT019,2048.604206
FDU40,OUT049,489.8755271
FDK15,OUT045,2544.252645
